Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","070","Bosnia and Herzegovina","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","1783.4","X","Figure from international organizations",""
"OA","Annual population","070","Bosnia and Herzegovina","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","1714.81","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","2365.894","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","1180.817","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","1185.076","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","703.554","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","1712.212","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","208660.842","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","102844.473","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","105816.37","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","27645.976","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","186217.07","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","37.135","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","17.459","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","19.676","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","16.802","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","15.832","X","Figure from international organizations",""
"OA","Annual population","096","Brunei Darussalam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","447.404","X","Figure from international organizations",""
"OA","Annual population","096","Brunei Darussalam","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","238.103","X","Figure from international organizations",""
"OA","Annual population","096","Brunei Darussalam","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","209.3","X","Figure from international organizations",""
"OA","Annual population","096","Brunei Darussalam","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","96.681","X","Figure from international organizations",""
